title,price_clean,bedrooms,bathrooms,toilets,area,has_pool,has_gym,has_parking,has_bq,has_elevator,is_newly_built,is_furnished,is_serviced,has_security,has_generator,has_ac,has_wifi,property_type
Newly Built Shop,3000000.0,,,1.0,Onipan Palmgrove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Morocco Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Room Self Contained,1200000.0,1.0,1.0,1.0,Bajulaiye Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Mini Flat,1300000.0,1.0,1.0,1.0,Bajulaye Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,1600000.0,1.0,1.0,2.0,Onipan Onipanu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,2500000.0,1.0,1.0,2.0,Fadeyi Jibowu Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1300000.0,1.0,1.0,1.0,Fadeyi Jibowu Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Furnished Studio Apartment,7000000.0,1.0,1.0,1.0,Victoria Island,0,0,0,0,0,0,1,0,0,0,0,0,Apartment
Newly Built Mini Flat,2500000.0,1.0,1.0,2.0,Fadeyi Jibowu Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1300000.0,1.0,1.0,1.0,Fadeyi Jibowu Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built 2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Morocco Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Pedro Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,2000000.0,1.0,1.0,1.0,Fadeyi Jibowu Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 2 Bedroom Flat,5000000.0,2.0,2.0,3.0,Palmgroove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1300000.0,1.0,1.0,1.0,Pedro Palmgrove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Mini Flat,3000000.0,1.0,1.0,2.0,Morocco Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1500000.0,1.0,1.0,1.0,Pedro Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
4 Bedroom Terraced Duplex With Bq,150000000.0,5.0,5.0,6.0,Spar Market Life Camp,0,0,1,1,0,0,0,0,1,0,1,0,Duplex
Mini Flat,17000000.0,1.0,1.0,2.0,Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,2500000.0,1.0,1.0,2.0,Fadeyi Jibowu Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Bajulaiye Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Room Self Contained,1000000.0,1.0,1.0,1.0,Onipan Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Mini Flat,2000000.0,1.0,1.0,1.0,Morocco Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Pedro Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Flat,4000000.0,3.0,2.0,2.0,Adekunle Ebute Metta Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Morocco Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,1800000.0,1.0,1.0,2.0,Fadeyi Jibowu Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Chemist Akoka Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Shop Space,1000000.0,,,,Adekunle Ebute Metta Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built 4 Bedroom Terrace Duplex + Bq,10000000.0,4.0,4.0,5.0,Orchid Lekki,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Newly Built Mini Flat,2500000.0,1.0,1.0,2.0,Fadeyi Jibowu Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Shop,800000.0,,,,Adekunle Ebute Metta Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Morocco Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1300000.0,1.0,1.0,1.0,Pedro Palmgrove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Mini Flat,3000000.0,1.0,1.0,2.0,Onipan Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1300000.0,1.0,1.0,1.0,Morocco Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Morocco Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Room Self Contain,1500000.0,1.0,1.0,1.0,Pedro Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Room Self Contained,1500000.0,1.0,1.0,1.0,"Pedro, Shomolu",0,0,0,0,0,0,0,0,0,0,0,0,Other
4 Bedroom Terrace Duplex,1300000000.0,4.0,4.0,4.0,Ikoyi,1,0,1,0,1,0,0,0,0,0,0,0,Duplex
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Bajulaye Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,"Onipan, Palmgrove Shomolu",0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Room Self Contained,1000000.0,1.0,1.0,1.0,Akoka Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built 2 Bedroom Flat,5000000.0,2.0,2.0,3.0,Adekunle Alagomeji Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Room Self Contained,1000000.0,1.0,1.0,1.0,Akoka Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Room Self Contained,1000000.0,1.0,1.0,1.0,Abule Ijesha Fola Agoro Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Hostel,80000.0,1.0,1.0,1.0,Fadeyi Jibowu Yaba,0,0,1,0,0,0,0,0,1,0,1,0,Other
Newly Built Shop Space,1000000.0,,,,Adekunle Ebute Metta Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Onipan Palmgrove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 2 Bedroom Flat,5000000.0,2.0,2.0,3.0,Alagomeji Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 2 Bedroom Flat,3000000.0,2.0,2.0,3.0,Pedro Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Beautiful 3 Bedroom Furnished Flat (not En Suites),22000000.0,3.0,2.0,2.0,Main Victoria Island Victoria Island,0,0,0,0,0,0,1,1,0,0,0,0,Apartment
Newly Built Mini Flat,3000000.0,1.0,1.0,2.0,Pedro Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Pedro Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Onipan Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1200000.0,1.0,1.0,1.0,Morocco Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Onipan Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Shop,5000000.0,,,1.0,Onipan Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Adekunle Ebute Metta Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Onipan Palmgrove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Akoka Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"5 Bedroom Duplex + 15kva Inverter, Bq & Pool",16000000.0,5.0,5.0,6.0,Orchid Lekki,1,0,0,1,0,0,0,0,0,0,0,0,Duplex
Newly Built Room Self Contained,1500000.0,1.0,1.0,1.0,Pedro Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Room Self Contain,1300000.0,1.0,1.0,1.0,Fadeyi Jibowu Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Bajulaiye Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Room Self Contain,900000.0,1.0,1.0,1.0,Bajulaye Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built 2 Bedroom Flat,5000000.0,2.0,2.0,3.0,Adekunle Alagomeji Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Onipan Palmgrove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 2 Bedroom Flat,5000000.0,2.0,2.0,3.0,Alagomeji Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 2 Bedroom Flat,3000000.0,2.0,2.0,3.0,Pedro Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Fadeyi Jibowu Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built 2 Bedroom Flat,3500000.0,2.0,2.0,3.0,Akoka Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Pedro Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Beautiful 3 Bedroom Furnished Flat (not En Suites),22000000.0,3.0,2.0,2.0,Main Victoria Island Victoria Island,0,0,0,0,0,0,1,1,0,0,0,0,Apartment
Newly Built 2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Morocco Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Onipan Palmgrove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,3000000.0,1.0,1.0,2.0,Morocco Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contained,1500000.0,1.0,1.0,1.0,Morocco Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built 2 Bedroom Flat,3500000.0,2.0,2.0,3.0,Chemist Akoka Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Shop Space,3000000.0,,,1.0,Onipan Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built 2 Bedroom Flat,5000000.0,2.0,2.0,3.0,Alagomeji Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1300000.0,1.0,1.0,1.0,Morocco Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built Mini Flat,3000000.0,1.0,1.0,2.0,Pedro Palmgrove Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
6 Bedroom Fully Detached Duplex,750000000.0,6.0,6.0,7.0,Chevron Lekki,1,1,0,1,0,0,0,0,0,0,0,0,Duplex
Newly Built Room Self Contain,1500000.0,1.0,1.0,1.0,Pedro Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Spacious 3 Bedroom Flat,3000000.0,3.0,2.0,2.0,Ebute Metta Adekunle Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,1800000.0,1.0,1.0,2.0,Bajulaye Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Fadeyi Jibowu Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built 2 Bedroom Flat,3500000.0,2.0,2.0,3.0,Akoka Yaba,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Room Self Contain,1000000.0,1.0,1.0,1.0,Pedro Shomolu Shomolu,0,0,0,0,0,0,0,0,0,0,0,0,Other
Newly Built 4 Bedroom Terraced Duplex,20000000.0,4.0,4.0,5.0,Allen Avenue Ikeja,0,0,1,1,0,1,0,0,0,0,0,0,Duplex
Newly Built 4 Bedroom Terrace Duplex,15000000.0,4.0,4.0,5.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,0,0,0,0,0,1,0,0,0,Duplex
Massive And Well Finished 4 Bedroom Bungalow With Bq,20000000.0,4.0,4.0,5.0,Adeniyi Jones Ikeja,0,0,1,1,0,0,0,0,0,0,0,0,Other
Decent Lovely 4 Bedroom Duplex With Bq,15000000.0,4.0,4.0,5.0,Pg Estate By Glory Estate Ifako Gbagada Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Decent Modern 3 Bedroom Flat,3500000.0,3.0,3.0,4.0,Ogudu Orike Ogudu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
1 Bedroom Apartment,5000000.0,1.0,1.0,1.0,Dr Adewale Oshin Lekki Phase 1 Lekki,0,1,0,0,0,0,1,0,0,0,0,0,Apartment
Newly Built 4 Bedroom Terrace Duplex,15000000.0,4.0,4.0,5.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,0,0,0,0,0,1,0,0,0,Duplex
Decent Lovely 4 Bedroom Duplex With Bq,15000000.0,4.0,4.0,5.0,Pg Estate By Glory Estate Ifako Gbagada Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Decent Modern 3 Bedroom Flat,3500000.0,3.0,3.0,4.0,Ogudu Orike Ogudu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 3 Bedroom Flat,8000000.0,3.0,3.0,4.0,Mende Maryland,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
4 Bedroom Semi Detached Duplex,15000000.0,4.0,4.0,5.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Newly Built 3 Bedroom Terrace Duplex,10000000.0,3.0,3.0,4.0,Omole Phase 2 Ojodu,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
4 Bedroom Fully Detached Duplex,20000000.0,4.0,4.0,5.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,0,0,0,0,0,1,0,0,0,Duplex
Newly Built 2 Bedroom Up Flat,4000000.0,2.0,2.0,3.0,Ifako Gbagada Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
2 Bedroom Flat,5500000.0,2.0,2.0,3.0,Millenuim/Ups Gbagada,0,0,0,0,0,0,1,0,0,0,0,0,Apartment
Luxurious 5 Bedroom Detached Duplex,700000000.0,5.0,5.0,6.0,Ikota Lekki,1,0,0,1,0,0,0,0,0,0,0,0,Duplex
Newly Built 2 Bedroom Flat,5500000.0,2.0,2.0,3.0,Soluyi Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Newly Built 2 Bedroom Flat,3000000.0,2.0,2.0,3.0,Oworonshoki Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built Mini Flat,2000000.0,1.0,1.0,2.0,Muritala Bariga,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 3 Bedroom Flat,7000000.0,3.0,3.0,4.0,Soluyi Gbagada,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Newly Built 4 Bedroom Semi Detached Duplex,25000000.0,4.0,4.0,5.0,Awuse Estate Opebi Ikeja,0,0,1,1,0,1,0,0,1,0,0,0,Duplex
Renovated 4 Bedroom Semi Detached Duplex,15000000.0,4.0,4.0,5.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Mini Flat,4000000.0,1.0,1.0,2.0,Yetunde Brown Ifako Gbagada Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Duplex,15000000.0,3.0,3.0,4.0,Allen Avenue Ikeja,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
2 Bedroom Flat,4000000.0,2.0,2.0,3.0,Gbagada Phase 1 Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Mini Flat,3000000.0,1.0,1.0,2.0,Okupe Estate Mende Maryland,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Flat,5000000.0,3.0,3.0,4.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
"5 Bedroom Duplex + 15kva Inverter, Bq & Pool",16000000.0,5.0,5.0,6.0,Orchid Lekki,1,0,0,1,0,0,0,0,0,0,0,0,Duplex
4 Bedroom Semi Detached Duplex,18000000.0,4.0,4.0,5.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,0,0,0,0,0,1,0,0,0,Duplex
Newly Built 2 Bedroom Apartment,5000000.0,2.0,2.0,3.0,Off Yetunde Brown Ifako Gbagada Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
4 Bedroom Detached Duplex With Bq,15000000.0,4.0,4.0,5.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Mini Flat,4000000.0,1.0,1.0,2.0,Omole Phase 2 Ojodu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Spacious 2 Bedroom Flat,6000000.0,2.0,2.0,3.0,Omole Phase 2 Ojodu,0,0,0,0,0,1,0,0,0,0,0,0,Apartment
Neatly Used Decent Mini Flat,3000000.0,1.0,1.0,2.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Flat,4000000.0,3.0,3.0,4.0,Pedro Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
5 Bedroom Detached Duplex,12000000.0,5.0,5.0,6.0,Mende Maryland,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
3 Bedroom Flat,5000000.0,3.0,3.0,4.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Bakery,10000000.0,,,,"Opposite Aerodromes,Samanda Sango Ui Road Ibadan",0,0,0,0,0,0,0,0,0,0,0,0,Other
4 Bedroom Detached Duplex,15000000.0,4.0,4.0,5.0,Harmony Estate Ifako Gbagada Gbagada,0,0,1,1,0,0,0,0,0,0,0,0,Duplex
Executive 2 Bedroom Ground Flat,4000000.0,2.0,2.0,3.0,Agboyi Estate Alapere Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 2 Bedroom Flat,3500000.0,2.0,2.0,3.0,Aqua View Estate Ogudu Orike Ogudu,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
4 Bedroom Duplex With Bq,15000000.0,4.0,4.0,5.0,Crescent Estate Maryland,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Spacious 3 Bedroom Up Flat,5500000.0,3.0,3.0,4.0,Off Pedro Road Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
4 Bedroom Detached Duplex With Bq,15000000.0,4.0,4.0,5.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Newly Built Mini Flat,4500000.0,1.0,1.0,2.0,Ijagbemi Street Off Pedro Road Gbagada Phase 1 Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Relatively New 3 Bedroom Terrace Duplex,10000000.0,3.0,3.0,4.0,Magodo Gra Phase 2 Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
2 Bedroom Flat,3000000.0,2.0,2.0,3.0,Alhaji Lambo Alapere Kosofe/Ikosi,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 1 Bedroom Apartment,3500000.0,1.0,1.0,1.0,Zainab Crescent Medina Gbagada,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Duplex,17000000.0,2.0,2.0,3.0,1004 Victoria Island,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
Newly Built 4 Bedroom Terrace Duplex,20000000.0,4.0,4.0,4.0,Ikate Lekki,0,0,0,1,0,0,0,1,0,0,0,0,Duplex
Mini Flat,9000000.0,1.0,2.0,2.0,Off Admiralty Way Lekki Phase 1 Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
3 Bedroom Flat,7500000.0,3.0,4.0,4.0,Off Admiralty Way Lekki Phase 1 Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
2 Bedroom Flat,5000000.0,2.0,3.0,3.0,Ilasan Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
2 Bedroom Flat,4500000.0,2.0,3.0,3.0,Agungi Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
2 Bedroom Flat,8000000.0,2.0,3.0,3.0,Ikate Ikate Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
2 Bedroom Flat,5000000.0,2.0,3.0,3.0,Ologolo Ologolo Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
2 Bedroom Flat,5000000.0,2.0,3.0,3.0,Ologolo Ologolo Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
2 Bedroom Flat,10000000.0,2.0,3.0,3.0,Pinnacle Axis Marwa Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Flat,5500000.0,3.0,4.0,4.0,Agungi Agungi Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 4 Bedroom Fully Detached Duplex,93000000.0,4.0,4.0,5.0,Ajah Lekki,0,0,0,1,0,1,0,0,0,0,0,0,Duplex
Mini Flat,3500000.0,1.0,1.0,1.0,Agungi Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Mini Flat,7500000.0,1.0,1.0,1.0,Layi Yusuf Lekki Phase 1 Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Terrace Duplex,10000000.0,3.0,4.0,4.0,Ikate Ikate Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Duplex
2 Bedroom Flat,5500000.0,2.0,3.0,3.0,Chevy View Chevron Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
2 Bedroom Flat,6000000.0,2.0,3.0,3.0,Agungi Agungi Lekki,0,0,0,0,0,0,0,1,0,0,0,0,Apartment
Commercial Property,45000000.0,7.0,7.0,7.0,Agungi Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Commercial
3 Bedroom Flat,5500000.0,3.0,4.0,4.0,Agungi Agungi Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Flat,14000000.0,3.0,4.0,4.0,Off Admiralty Lekki Phase 1 Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Mini Flat,3000000.0,1.0,1.0,1.0,Eletu Osapa London Lekki,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
Newly Built 5 Units Of 2 Bedroom Flat,2500000.0,2.0,3.0,3.0,Inside Morad Estate Ayobo Ipaja,0,0,1,0,0,1,0,0,1,0,1,0,Apartment
4 Bedroom Flat Office Space,8000000.0,4.0,4.0,5.0,Off Allen Avenue Ikeja,0,0,1,0,0,0,0,0,1,0,1,1,Apartment
Newly Built 2 Bedroom Terraced Duplex,15000000.0,2.0,2.0,3.0,Lekki Phase 1 Lekki,0,0,1,0,0,1,0,1,1,0,1,1,Duplex
Newly Built 4 Bedroom Maisonette,15000000.0,4.0,4.0,5.0,Spar Road Ikate Lekki,0,0,0,0,0,0,0,0,1,0,0,0,Maisonette
Newly Built 3 Bedroom Apartment With Bq,17000000.0,3.0,3.0,4.0,Lekki Phase 1 Lekki,0,0,0,1,0,1,0,1,1,0,0,0,Apartment
Newly Built 2 Bedroom Terrace Duplex,15000000.0,4.0,4.0,5.0,Freedom Way Lekki Phase 1 Lekki,0,0,1,0,0,1,0,1,1,0,1,0,Duplex
Newly Built 3 Bedroom Apartment With Bq,20000000.0,3.0,3.0,4.0,Nike Art Gallary Lekki Phase 1 Lekki,1,1,0,0,1,1,0,1,1,0,0,1,Apartment
Newly Renovated 4 Bedroom Duplex,4500000.0,4.0,5.0,5.0,Gowon Estate Egbeda Alimosho,0,0,0,0,0,1,0,0,1,0,0,1,Duplex
Apartment,1000000.0,1.0,2.0,2.0,Fatade Baruwa Ipaja,0,0,0,0,0,0,0,0,0,0,0,0,Apartment
3 Bedroom Duplex,8000000.0,3.0,4.0,4.0,P And T Estate Boys Town Ipaja,0,0,1,0,0,1,1,0,0,0,0,0,Duplex
Room Self Contain,1000000.0,1.0,1.0,1.0,Estate Ago Palace Okota,0,0,1,0,0,0,0,0,1,0,0,0,Other
Room Self Contain,1000000.0,1.0,1.0,1.0,Estate Ago Palace Okota,0,0,1,0,0,0,0,0,1,0,0,0,Other
Commercial 5 Bedroom Fully Detached Duplex + 3bq,90000000.0,,,6.0,Victoria Island,0,0,0,1,0,0,0,0,0,0,0,0,Duplex
Newly Built 3 Bedroom Flat,4500000.0,3.0,3.0,4.0,Estate Community Road Okota,0,0,1,0,0,0,0,0,1,0,0,0,Apartment
Newly Built 3 Bedroom Flat,4500000.0,3.0,3.0,4.0,Estate Community Road Okota,0,0,1,0,0,0,0,0,1,0,0,0,Apartment
Lovely 2/3 Bedroom Flat,2000000.0,2.0,2.0,3.0,Ago Palace Okota,0,0,1,0,0,0,0,0,0,0,0,0,Apartment
2 Bedroom Flat,2000000.0,2.0,2.0,3.0,Ago Palace Okota,0,0,1,0,0,0,0,0,1,0,0,0,Apartment
4 Bedroom Terrace Duplex + Bq,17000000.0,4.0,5.0,5.0,In An Estate Environment Off Allen Avenue Ikeja Allen Avenue Ikeja,0,0,1,1,0,0,0,0,1,0,1,0,Duplex
Newly 4 Bedrom Semi Detach Duplex + Bq + Amenities,25000000.0,4.0,5.0,5.0,Lovely Environment Inside An Estate@ Opebi Ikeja Opebi Ikeja,0,0,1,1,0,1,0,0,1,0,1,0,Duplex
Lovely 2 Bedroom Flat Bungalow,2200000.0,2.0,2.0,2.0,Lovely Environment Off College Road Ogba Ikeja Ifako Ogba Ogba,0,0,1,0,0,0,0,0,1,0,1,0,Apartment
Newly 4 Bedrom Semi Detach +bq (commercial Use),25000000.0,4.0,5.0,5.0,Inside A Lovely Estate @ Opebi Ikeja Lagos Opebi Ikeja,0,0,1,1,0,1,0,0,1,0,1,0,Semi-Detached
